RUN	scala.simulations.simulation_1	simulation-1	1683748221530	prueba5	3.3.1
REQUEST	282		Obtener_Todos_Los_Perros	1683748245370	1683748245655	OK	 
USER	Obtene todos los perros	282	END	1683748245369	1683748245656
USER	Obtene todos los perros	286	START	1683748245679	1683748245679
REQUEST	283		Obtener_Todos_Los_Perros	1683748245451	1683748245752	OK	 
USER	Obtene todos los perros	283	END	1683748245450	1683748245753
USER	Obtene todos los perros	287	START	1683748245760	1683748245760
REQUEST	271		Obtener_Todos_Los_Perros	1683748244507	1683748245816	OK	 
USER	Obtene todos los perros	271	END	1683748244507	1683748245817
REQUEST	284		Obtener_Todos_Los_Perros	1683748245531	1683748245823	OK	 
USER	Obtene todos los perros	284	END	1683748245530	1683748245824
USER	Obtene todos los perros	288	START	1683748245839	1683748245839
USER	Obtene todos los perros	289	START	1683748245908	1683748245908
REQUEST	285		Obtener_Todos_Los_Perros	1683748245599	1683748245922	OK	 
USER	Obtene todos los perros	285	END	1683748245599	1683748245923
USER	Obtene todos los perros	290	START	1683748246008	1683748246008
REQUEST	287		Obtener_Todos_Los_Perros	1683748245760	1683748246049	OK	 
USER	Obtene todos los perros	287	END	1683748245760	1683748246050
REQUEST	286		Obtener_Todos_Los_Perros	1683748245679	1683748246074	OK	 
USER	Obtene todos los perros	286	END	1683748245679	1683748246075
USER	Obtene todos los perros	291	START	1683748246087	1683748246087
USER	Obtene todos los perros	292	START	1683748246167	1683748246167
REQUEST	289		Obtener_Todos_Los_Perros	1683748245909	1683748246211	OK	 
USER	Obtene todos los perros	289	END	1683748245908	1683748246212
USER	Obtene todos los perros	293	START	1683748246256	1683748246256
REQUEST	290		Obtener_Todos_Los_Perros	1683748246008	1683748246306	OK	 
USER	Obtene todos los perros	290	END	1683748246008	1683748246306
USER	Obtene todos los perros	294	START	1683748246336	1683748246336
REQUEST	291		Obtener_Todos_Los_Perros	1683748246087	1683748246386	OK	 
USER	Obtene todos los perros	291	END	1683748246087	1683748246387
USER	Obtene todos los perros	295	START	1683748246418	1683748246418
USER	Obtene todos los perros	296	START	1683748246508	1683748246508
USER	Obtene todos los perros	297	START	1683748246585	1683748246585
REQUEST	294		Obtener_Todos_Los_Perros	1683748246336	1683748246640	OK	 
USER	Obtene todos los perros	294	END	1683748246336	1683748246640
USER	Obtene todos los perros	298	START	1683748246668	1683748246668
REQUEST	295		Obtener_Todos_Los_Perros	1683748246419	1683748246743	OK	 
USER	Obtene todos los perros	295	END	1683748246418	1683748246744
USER	Obtene todos los perros	299	START	1683748246758	1683748246758
REQUEST	296		Obtener_Todos_Los_Perros	1683748246509	1683748246802	OK	 
USER	Obtene todos los perros	296	END	1683748246508	1683748246803
USER	Obtene todos los perros	300	START	1683748246836	1683748246836
REQUEST	288		Obtener_Todos_Los_Perros	1683748245839	1683748246867	OK	 
USER	Obtene todos los perros	288	END	1683748245839	1683748246868
REQUEST	297		Obtener_Todos_Los_Perros	1683748246585	1683748246894	OK	 
USER	Obtene todos los perros	297	END	1683748246585	1683748246895
USER	Obtene todos los perros	301	START	1683748246915	1683748246915
REQUEST	298		Obtener_Todos_Los_Perros	1683748246669	1683748246981	OK	 
USER	Obtene todos los perros	298	END	1683748246668	1683748246982
USER	Obtene todos los perros	302	START	1683748246999	1683748246999
REQUEST	299		Obtener_Todos_Los_Perros	1683748246758	1683748247051	OK	 
USER	Obtene todos los perros	299	END	1683748246758	1683748247052
USER	Obtene todos los perros	303	START	1683748247078	1683748247078
REQUEST	300		Obtener_Todos_Los_Perros	1683748246836	1683748247145	OK	 
USER	Obtene todos los perros	300	END	1683748246836	1683748247145
USER	Obtene todos los perros	304	START	1683748247157	1683748247157
REQUEST	301		Obtener_Todos_Los_Perros	1683748246915	1683748247209	OK	 
USER	Obtene todos los perros	301	END	1683748246915	1683748247210
USER	Obtene todos los perros	305	START	1683748247226	1683748247226
REQUEST	292		Obtener_Todos_Los_Perros	1683748246167	1683748247243	OK	 
USER	Obtene todos los perros	292	END	1683748246167	1683748247244
REQUEST	293		Obtener_Todos_Los_Perros	1683748246256	1683748247261	OK	 
USER	Obtene todos los perros	293	END	1683748246256	1683748247262
REQUEST	302		Obtener_Todos_Los_Perros	1683748247000	1683748247291	OK	 
USER	Obtene todos los perros	302	END	1683748246999	1683748247292
USER	Obtene todos los perros	306	START	1683748247310	1683748247310
REQUEST	303		Obtener_Todos_Los_Perros	1683748247079	1683748247371	OK	 
USER	Obtene todos los perros	303	END	1683748247078	1683748247372
USER	Obtene todos los perros	307	START	1683748247389	1683748247389
REQUEST	304		Obtener_Todos_Los_Perros	1683748247157	1683748247460	OK	 
USER	Obtene todos los perros	304	END	1683748247157	1683748247461
USER	Obtene todos los perros	308	START	1683748247469	1683748247469
USER	Obtene todos los perros	309	START	1683748247536	1683748247536
REQUEST	306		Obtener_Todos_Los_Perros	1683748247310	1683748247609	OK	 
USER	Obtene todos los perros	306	END	1683748247310	1683748247610
USER	Obtene todos los perros	310	START	1683748247615	1683748247615
USER	Obtene todos los perros	311	START	1683748247698	1683748247698
REQUEST	307		Obtener_Todos_Los_Perros	1683748247389	1683748247712	OK	 
USER	Obtene todos los perros	307	END	1683748247389	1683748247713
USER	Obtene todos los perros	312	START	1683748247768	1683748247768
REQUEST	308		Obtener_Todos_Los_Perros	1683748247469	1683748247770	OK	 
USER	Obtene todos los perros	308	END	1683748247469	1683748247771
REQUEST	309		Obtener_Todos_Los_Perros	1683748247537	1683748247834	OK	 
USER	Obtene todos los perros	309	END	1683748247536	1683748247835
USER	Obtene todos los perros	313	START	1683748247845	1683748247845
REQUEST	310		Obtener_Todos_Los_Perros	1683748247616	1683748247918	OK	 
USER	Obtene todos los perros	310	END	1683748247615	1683748247919
USER	Obtene todos los perros	314	START	1683748247927	1683748247927
USER	Obtene todos los perros	315	START	1683748248005	1683748248005
REQUEST	311		Obtener_Todos_Los_Perros	1683748247699	1683748248016	OK	 
USER	Obtene todos los perros	311	END	1683748247698	1683748248017
REQUEST	312		Obtener_Todos_Los_Perros	1683748247768	1683748248062	OK	 
USER	Obtene todos los perros	312	END	1683748247768	1683748248063
USER	Obtene todos los perros	316	START	1683748248091	1683748248091
USER	Obtene todos los perros	317	START	1683748248177	1683748248177
REQUEST	305		Obtener_Todos_Los_Perros	1683748247226	1683748248209	OK	 
USER	Obtene todos los perros	305	END	1683748247226	1683748248210
REQUEST	314		Obtener_Todos_Los_Perros	1683748247927	1683748248227	OK	 
USER	Obtene todos los perros	314	END	1683748247927	1683748248227
USER	Obtene todos los perros	318	START	1683748248255	1683748248255
REQUEST	315		Obtener_Todos_Los_Perros	1683748248005	1683748248295	OK	 
USER	Obtene todos los perros	315	END	1683748248005	1683748248296
USER	Obtene todos los perros	319	START	1683748248335	1683748248335
REQUEST	316		Obtener_Todos_Los_Perros	1683748248091	1683748248386	OK	 
USER	Obtene todos los perros	316	END	1683748248091	1683748248387
USER	Obtene todos los perros	320	START	1683748248427	1683748248427
REQUEST	317		Obtener_Todos_Los_Perros	1683748248178	1683748248459	OK	 
USER	Obtene todos los perros	317	END	1683748248177	1683748248460
USER	Obtene todos los perros	321	START	1683748248505	1683748248505
USER	Obtene todos los perros	322	START	1683748248585	1683748248585
REQUEST	319		Obtener_Todos_Los_Perros	1683748248335	1683748248633	OK	 
USER	Obtene todos los perros	319	END	1683748248335	1683748248633
USER	Obtene todos los perros	323	START	1683748248677	1683748248677
USER	Obtene todos los perros	324	START	1683748248755	1683748248755
REQUEST	321		Obtener_Todos_Los_Perros	1683748248505	1683748248811	OK	 
USER	Obtene todos los perros	321	END	1683748248505	1683748248812
USER	Obtene todos los perros	325	START	1683748248839	1683748248839
REQUEST	322		Obtener_Todos_Los_Perros	1683748248585	1683748248882	OK	 
USER	Obtene todos los perros	322	END	1683748248585	1683748248883
USER	Obtene todos los perros	326	START	1683748248930	1683748248930
REQUEST	323		Obtener_Todos_Los_Perros	1683748248678	1683748248990	OK	 
USER	Obtene todos los perros	323	END	1683748248677	1683748248991
USER	Obtene todos los perros	327	START	1683748248999	1683748248999
USER	Obtene todos los perros	328	START	1683748249075	1683748249075
REQUEST	313		Obtener_Todos_Los_Perros	1683748247845	1683748249112	OK	 
USER	Obtene todos los perros	313	END	1683748247845	1683748249113
USER	Obtene todos los perros	329	START	1683748249150	1683748249150
USER	Obtene todos los perros	330	START	1683748249226	1683748249226
REQUEST	326		Obtener_Todos_Los_Perros	1683748248931	1683748249229	OK	 
USER	Obtene todos los perros	326	END	1683748248930	1683748249230
USER	Obtene todos los perros	331	START	1683748249306	1683748249306
REQUEST	327		Obtener_Todos_Los_Perros	1683748248999	1683748249312	OK	 
USER	Obtene todos los perros	327	END	1683748248999	1683748249313
USER	Obtene todos los perros	332	START	1683748249380	1683748249380
REQUEST	329		Obtener_Todos_Los_Perros	1683748249150	1683748249442	OK	 
USER	Obtene todos los perros	329	END	1683748249150	1683748249444
USER	Obtene todos los perros	333	START	1683748249458	1683748249458
REQUEST	318		Obtener_Todos_Los_Perros	1683748248256	1683748249465	OK	 
USER	Obtene todos los perros	318	END	1683748248255	1683748249466
USER	Obtene todos los perros	334	START	1683748249537	1683748249537
USER	Obtene todos los perros	335	START	1683748249610	1683748249610
REQUEST	331		Obtener_Todos_Los_Perros	1683748249306	1683748249613	OK	 
USER	Obtene todos los perros	331	END	1683748249306	1683748249614
USER	Obtene todos los perros	336	START	1683748249690	1683748249690
REQUEST	333		Obtener_Todos_Los_Perros	1683748249459	1683748249747	OK	 
USER	Obtene todos los perros	333	END	1683748249458	1683748249748
USER	Obtene todos los perros	337	START	1683748249767	1683748249767
REQUEST	320		Obtener_Todos_Los_Perros	1683748248428	1683748249814	OK	 
USER	Obtene todos los perros	320	END	1683748248427	1683748249815
REQUEST	334		Obtener_Todos_Los_Perros	1683748249537	1683748249840	OK	 
USER	Obtene todos los perros	334	END	1683748249537	1683748249841
USER	Obtene todos los perros	338	START	1683748249845	1683748249845
REQUEST	324		Obtener_Todos_Los_Perros	1683748248755	1683748249890	OK	 
USER	Obtene todos los perros	324	END	1683748248755	1683748249890
USER	Obtene todos los perros	339	START	1683748249919	1683748249919
REQUEST	335		Obtener_Todos_Los_Perros	1683748249610	1683748249924	OK	 
USER	Obtene todos los perros	335	END	1683748249610	1683748249925
REQUEST	325		Obtener_Todos_Los_Perros	1683748248840	1683748249931	OK	 
USER	Obtene todos los perros	325	END	1683748248839	1683748249932
REQUEST	336		Obtener_Todos_Los_Perros	1683748249690	1683748249983	OK	 
USER	Obtene todos los perros	336	END	1683748249690	1683748249984
REQUEST	330		Obtener_Todos_Los_Perros	1683748249227	1683748249991	OK	 
USER	Obtene todos los perros	330	END	1683748249226	1683748249992
USER	Obtene todos los perros	340	START	1683748250009	1683748250009
USER	Obtene todos los perros	341	START	1683748250089	1683748250089
REQUEST	337		Obtener_Todos_Los_Perros	1683748249767	1683748250117	OK	 
USER	Obtene todos los perros	337	END	1683748249767	1683748250118
REQUEST	338		Obtener_Todos_Los_Perros	1683748249845	1683748250141	OK	 
USER	Obtene todos los perros	338	END	1683748249845	1683748250142
USER	Obtene todos los perros	342	START	1683748250168	1683748250168
REQUEST	339		Obtener_Todos_Los_Perros	1683748249919	1683748250221	OK	 
USER	Obtene todos los perros	339	END	1683748249919	1683748250221
USER	Obtene todos los perros	343	START	1683748250258	1683748250258
REQUEST	328		Obtener_Todos_Los_Perros	1683748249075	1683748250284	OK	 
USER	Obtene todos los perros	328	END	1683748249075	1683748250285
REQUEST	340		Obtener_Todos_Los_Perros	1683748250009	1683748250300	OK	 
USER	Obtene todos los perros	340	END	1683748250009	1683748250301
USER	Obtene todos los perros	344	START	1683748250337	1683748250337
REQUEST	341		Obtener_Todos_Los_Perros	1683748250089	1683748250398	OK	 
USER	Obtene todos los perros	341	END	1683748250089	1683748250399
USER	Obtene todos los perros	345	START	1683748250417	1683748250417
REQUEST	342		Obtener_Todos_Los_Perros	1683748250169	1683748250458	OK	 
USER	Obtene todos los perros	342	END	1683748250168	1683748250459
USER	Obtene todos los perros	346	START	1683748250505	1683748250505
USER	Obtene todos los perros	347	START	1683748250585	1683748250585
REQUEST	332		Obtener_Todos_Los_Perros	1683748249380	1683748250602	OK	 
USER	Obtene todos los perros	332	END	1683748249380	1683748250603
USER	Obtene todos los perros	348	START	1683748250670	1683748250670
USER	Obtene todos los perros	349	START	1683748250758	1683748250758
REQUEST	346		Obtener_Todos_Los_Perros	1683748250505	1683748250806	OK	 
USER	Obtene todos los perros	346	END	1683748250505	1683748250806
USER	Obtene todos los perros	350	START	1683748250838	1683748250838
REQUEST	347		Obtener_Todos_Los_Perros	1683748250585	1683748250884	OK	 
USER	Obtene todos los perros	347	END	1683748250585	1683748250884
USER	Obtene todos los perros	351	START	1683748250918	1683748250918
REQUEST	348		Obtener_Todos_Los_Perros	1683748250670	1683748250967	OK	 
USER	Obtene todos los perros	348	END	1683748250670	1683748250968
USER	Obtene todos los perros	352	START	1683748250995	1683748250995
USER	Obtene todos los perros	353	START	1683748251075	1683748251075
USER	Obtene todos los perros	354	START	1683748251145	1683748251145
REQUEST	350		Obtener_Todos_Los_Perros	1683748250838	1683748251149	OK	 
USER	Obtene todos los perros	350	END	1683748250838	1683748251150
USER	Obtene todos los perros	355	START	1683748251228	1683748251228
REQUEST	352		Obtener_Todos_Los_Perros	1683748250996	1683748251278	OK	 
USER	Obtene todos los perros	352	END	1683748250995	1683748251279
USER	Obtene todos los perros	356	START	1683748251307	1683748251307
REQUEST	343		Obtener_Todos_Los_Perros	1683748250258	1683748251315	OK	 
USER	Obtene todos los perros	343	END	1683748250258	1683748251316
REQUEST	353		Obtener_Todos_Los_Perros	1683748251075	1683748251373	OK	 
USER	Obtene todos los perros	353	END	1683748251075	1683748251374
USER	Obtene todos los perros	357	START	1683748251385	1683748251385
USER	Obtene todos los perros	358	START	1683748251459	1683748251459
REQUEST	344		Obtener_Todos_Los_Perros	1683748250338	1683748251469	OK	 
USER	Obtene todos los perros	344	END	1683748250337	1683748251470
REQUEST	355		Obtener_Todos_Los_Perros	1683748251228	1683748251518	OK	 
USER	Obtene todos los perros	355	END	1683748251228	1683748251519
USER	Obtene todos los perros	359	START	1683748251539	1683748251539
USER	Obtene todos los perros	360	START	1683748251619	1683748251619
REQUEST	345		Obtener_Todos_Los_Perros	1683748250417	1683748251626	OK	 
USER	Obtene todos los perros	345	END	1683748250417	1683748251628
USER	Obtene todos los perros	361	START	1683748251686	1683748251686
REQUEST	357		Obtener_Todos_Los_Perros	1683748251385	1683748251689	OK	 
USER	Obtene todos los perros	357	END	1683748251385	1683748251690
REQUEST	349		Obtener_Todos_Los_Perros	1683748250759	1683748251742	OK	 
USER	Obtene todos los perros	349	END	1683748250758	1683748251743
REQUEST	358		Obtener_Todos_Los_Perros	1683748251460	1683748251766	OK	 
USER	Obtene todos los perros	358	END	1683748251459	1683748251767
USER	Obtene todos los perros	362	START	1683748251769	1683748251769
REQUEST	359		Obtener_Todos_Los_Perros	1683748251540	1683748251833	OK	 
USER	Obtene todos los perros	359	END	1683748251539	1683748251835
USER	Obtene todos los perros	363	START	1683748251848	1683748251848
USER	Obtene todos los perros	364	START	1683748251918	1683748251918
REQUEST	360		Obtener_Todos_Los_Perros	1683748251619	1683748251929	OK	 
USER	Obtene todos los perros	360	END	1683748251619	1683748251929
USER	Obtene todos los perros	365	START	1683748252005	1683748252005
REQUEST	362		Obtener_Todos_Los_Perros	1683748251770	1683748252079	OK	 
USER	Obtene todos los perros	362	END	1683748251769	1683748252080
USER	Obtene todos los perros	366	START	1683748252087	1683748252087
REQUEST	363		Obtener_Todos_Los_Perros	1683748251848	1683748252159	OK	 
REQUEST	351		Obtener_Todos_Los_Perros	1683748250918	1683748252158	OK	 
USER	Obtene todos los perros	363	END	1683748251848	1683748252159
USER	Obtene todos los perros	351	END	1683748250918	1683748252159
USER	Obtene todos los perros	367	START	1683748252165	1683748252165
REQUEST	364		Obtener_Todos_Los_Perros	1683748251918	1683748252199	OK	 
USER	Obtene todos los perros	364	END	1683748251918	1683748252200
REQUEST	354		Obtener_Todos_Los_Perros	1683748251145	1683748252229	OK	 
USER	Obtene todos los perros	354	END	1683748251145	1683748252230
USER	Obtene todos los perros	368	START	1683748252258	1683748252258
USER	Obtene todos los perros	369	START	1683748252337	1683748252337
REQUEST	366		Obtener_Todos_Los_Perros	1683748252087	1683748252379	OK	 
USER	Obtene todos los perros	366	END	1683748252087	1683748252379
USER	Obtene todos los perros	370	START	1683748252416	1683748252416
REQUEST	356		Obtener_Todos_Los_Perros	1683748251307	1683748252446	OK	 
USER	Obtene todos los perros	356	END	1683748251307	1683748252447
USER	Obtene todos los perros	371	START	1683748252506	1683748252506
REQUEST	368		Obtener_Todos_Los_Perros	1683748252258	1683748252540	OK	 
USER	Obtene todos los perros	368	END	1683748252258	1683748252540
USER	Obtene todos los perros	372	START	1683748252589	1683748252589
REQUEST	369		Obtener_Todos_Los_Perros	1683748252338	1683748252637	OK	 
USER	Obtene todos los perros	369	END	1683748252337	1683748252638
USER	Obtene todos los perros	373	START	1683748252668	1683748252668
REQUEST	370		Obtener_Todos_Los_Perros	1683748252417	1683748252712	OK	 
USER	Obtene todos los perros	370	END	1683748252416	1683748252713
USER	Obtene todos los perros	374	START	1683748252757	1683748252757
REQUEST	371		Obtener_Todos_Los_Perros	1683748252506	1683748252802	OK	 
USER	Obtene todos los perros	371	END	1683748252506	1683748252803
USER	Obtene todos los perros	375	START	1683748252835	1683748252835
USER	Obtene todos los perros	376	START	1683748252920	1683748252920
USER	Obtene todos los perros	377	START	1683748252995	1683748252995
REQUEST	361		Obtener_Todos_Los_Perros	1683748251686	1683748253023	OK	 
USER	Obtene todos los perros	361	END	1683748251686	1683748253024
REQUEST	374		Obtener_Todos_Los_Perros	1683748252758	1683748253051	OK	 
USER	Obtene todos los perros	374	END	1683748252757	1683748253052
REQUEST	365		Obtener_Todos_Los_Perros	1683748252005	1683748253066	OK	 
USER	Obtene todos los perros	365	END	1683748252005	1683748253067
USER	Obtene todos los perros	378	START	1683748253076	1683748253076
REQUEST	375		Obtener_Todos_Los_Perros	1683748252836	1683748253130	OK	 
USER	Obtene todos los perros	375	END	1683748252835	1683748253131
USER	Obtene todos los perros	379	START	1683748253145	1683748253145
REQUEST	376		Obtener_Todos_Los_Perros	1683748252920	1683748253214	OK	 
USER	Obtene todos los perros	376	END	1683748252920	1683748253215
USER	Obtene todos los perros	380	START	1683748253225	1683748253225
REQUEST	377		Obtener_Todos_Los_Perros	1683748252995	1683748253283	OK	 
USER	Obtene todos los perros	377	END	1683748252995	1683748253283
USER	Obtene todos los perros	381	START	1683748253310	1683748253310
REQUEST	367		Obtener_Todos_Los_Perros	1683748252165	1683748253366	OK	 
USER	Obtene todos los perros	367	END	1683748252165	1683748253367
USER	Obtene todos los perros	382	START	1683748253377	1683748253377
REQUEST	379		Obtener_Todos_Los_Perros	1683748253146	1683748253430	OK	 
USER	Obtene todos los perros	379	END	1683748253145	1683748253430
USER	Obtene todos los perros	383	START	1683748253459	1683748253459
USER	Obtene todos los perros	384	START	1683748253538	1683748253538
REQUEST	381		Obtener_Todos_Los_Perros	1683748253311	1683748253592	OK	 
USER	Obtene todos los perros	381	END	1683748253310	1683748253593
USER	Obtene todos los perros	385	START	1683748253607	1683748253607
USER	Obtene todos los perros	386	START	1683748253685	1683748253685
REQUEST	373		Obtener_Todos_Los_Perros	1683748252669	1683748253758	OK	 
USER	Obtene todos los perros	373	END	1683748252668	1683748253758
REQUEST	383		Obtener_Todos_Los_Perros	1683748253460	1683748253760	OK	 
USER	Obtene todos los perros	383	END	1683748253459	1683748253760
USER	Obtene todos los perros	387	START	1683748253769	1683748253769
REQUEST	372		Obtener_Todos_Los_Perros	1683748252590	1683748253825	OK	 
USER	Obtene todos los perros	372	END	1683748252589	1683748253826
USER	Obtene todos los perros	388	START	1683748253846	1683748253846
REQUEST	385		Obtener_Todos_Los_Perros	1683748253608	1683748253906	OK	 
USER	Obtene todos los perros	385	END	1683748253607	1683748253906
USER	Obtene todos los perros	389	START	1683748253919	1683748253919
REQUEST	386		Obtener_Todos_Los_Perros	1683748253686	1683748253980	OK	 
USER	Obtene todos los perros	386	END	1683748253685	1683748253981
USER	Obtene todos los perros	390	START	1683748254005	1683748254005
REQUEST	387		Obtener_Todos_Los_Perros	1683748253769	1683748254052	OK	 
USER	Obtene todos los perros	387	END	1683748253769	1683748254053
USER	Obtene todos los perros	391	START	1683748254087	1683748254087
REQUEST	388		Obtener_Todos_Los_Perros	1683748253846	1683748254148	OK	 
USER	Obtene todos los perros	388	END	1683748253846	1683748254149
USER	Obtene todos los perros	392	START	1683748254165	1683748254165
USER	Obtene todos los perros	393	START	1683748254255	1683748254255
REQUEST	378		Obtener_Todos_Los_Perros	1683748253076	1683748254270	OK	 
USER	Obtene todos los perros	378	END	1683748253076	1683748254270
REQUEST	390		Obtener_Todos_Los_Perros	1683748254005	1683748254323	OK	 
USER	Obtene todos los perros	390	END	1683748254005	1683748254324
USER	Obtene todos los perros	394	START	1683748254337	1683748254337
REQUEST	384		Obtener_Todos_Los_Perros	1683748253539	1683748254354	OK	 
USER	Obtene todos los perros	384	END	1683748253538	1683748254355
REQUEST	382		Obtener_Todos_Los_Perros	1683748253378	1683748254386	OK	 
USER	Obtene todos los perros	382	END	1683748253377	1683748254387
USER	Obtene todos los perros	395	START	1683748254418	1683748254418
REQUEST	392		Obtener_Todos_Los_Perros	1683748254166	1683748254467	OK	 
USER	Obtene todos los perros	392	END	1683748254165	1683748254468
REQUEST	380		Obtener_Todos_Los_Perros	1683748253225	1683748254488	OK	 
USER	Obtene todos los perros	380	END	1683748253225	1683748254488
USER	Obtene todos los perros	396	START	1683748254509	1683748254509
REQUEST	393		Obtener_Todos_Los_Perros	1683748254255	1683748254548	OK	 
USER	Obtene todos los perros	393	END	1683748254255	1683748254549
USER	Obtene todos los perros	397	START	1683748254586	1683748254586
REQUEST	394		Obtener_Todos_Los_Perros	1683748254337	1683748254636	OK	 
USER	Obtene todos los perros	394	END	1683748254337	1683748254636
USER	Obtene todos los perros	398	START	1683748254670	1683748254670
REQUEST	395		Obtener_Todos_Los_Perros	1683748254418	1683748254699	OK	 
USER	Obtene todos los perros	395	END	1683748254418	1683748254699
USER	Obtene todos los perros	399	START	1683748254758	1683748254758
USER	Obtene todos los perros	400	START	1683748254836	1683748254836
REQUEST	397		Obtener_Todos_Los_Perros	1683748254587	1683748254894	OK	 
USER	Obtene todos los perros	397	END	1683748254586	1683748254895
USER	Obtene todos los perros	401	START	1683748254915	1683748254915
REQUEST	389		Obtener_Todos_Los_Perros	1683748253920	1683748254992	OK	 
USER	Obtene todos los perros	389	END	1683748253919	1683748254993
USER	Obtene todos los perros	402	START	1683748254999	1683748254999
REQUEST	391		Obtener_Todos_Los_Perros	1683748254087	1683748255055	OK	 
USER	Obtene todos los perros	391	END	1683748254087	1683748255056
REQUEST	399		Obtener_Todos_Los_Perros	1683748254758	1683748255064	OK	 
USER	Obtene todos los perros	399	END	1683748254758	1683748255065
USER	Obtene todos los perros	403	START	1683748255075	1683748255075
REQUEST	400		Obtener_Todos_Los_Perros	1683748254837	1683748255128	OK	 
USER	Obtene todos los perros	400	END	1683748254836	1683748255128
USER	Obtene todos los perros	404	START	1683748255157	1683748255157
USER	Obtene todos los perros	405	START	1683748255225	1683748255225
REQUEST	401		Obtener_Todos_Los_Perros	1683748254915	1683748255241	OK	 
USER	Obtene todos los perros	401	END	1683748254915	1683748255242
REQUEST	402		Obtener_Todos_Los_Perros	1683748255000	1683748255288	OK	 
USER	Obtene todos los perros	402	END	1683748254999	1683748255289
USER	Obtene todos los perros	406	START	1683748255310	1683748255310
REQUEST	403		Obtener_Todos_Los_Perros	1683748255076	1683748255359	OK	 
USER	Obtene todos los perros	403	END	1683748255075	1683748255360
USER	Obtene todos los perros	407	START	1683748255389	1683748255389
REQUEST	404		Obtener_Todos_Los_Perros	1683748255158	1683748255454	OK	 
USER	Obtene todos los perros	404	END	1683748255157	1683748255455
USER	Obtene todos los perros	408	START	1683748255468	1683748255468
USER	Obtene todos los perros	409	START	1683748255537	1683748255537
REQUEST	406		Obtener_Todos_Los_Perros	1683748255311	1683748255606	OK	 
USER	Obtene todos los perros	406	END	1683748255310	1683748255607
USER	Obtene todos los perros	410	START	1683748255618	1683748255618
REQUEST	396		Obtener_Todos_Los_Perros	1683748254509	1683748255652	OK	 
USER	Obtene todos los perros	396	END	1683748254509	1683748255653
REQUEST	407		Obtener_Todos_Los_Perros	1683748255390	1683748255686	OK	 
USER	Obtene todos los perros	407	END	1683748255389	1683748255687
USER	Obtene todos los perros	411	START	1683748255698	1683748255698
REQUEST	398		Obtener_Todos_Los_Perros	1683748254671	1683748255709	OK	 
USER	Obtene todos los perros	398	END	1683748254670	1683748255710
USER	Obtene todos los perros	412	START	1683748255767	1683748255767
REQUEST	409		Obtener_Todos_Los_Perros	1683748255538	1683748255823	OK	 
USER	Obtene todos los perros	409	END	1683748255537	1683748255823
USER	Obtene todos los perros	413	START	1683748255848	1683748255848
USER	Obtene todos los perros	414	START	1683748255928	1683748255928
REQUEST	411		Obtener_Todos_Los_Perros	1683748255698	1683748255992	OK	 
USER	Obtene todos los perros	411	END	1683748255698	1683748255993
USER	Obtene todos los perros	415	START	1683748256005	1683748256005
REQUEST	412		Obtener_Todos_Los_Perros	1683748255767	1683748256069	OK	 
USER	Obtene todos los perros	412	END	1683748255767	1683748256070
USER	Obtene todos los perros	416	START	1683748256088	1683748256088
REQUEST	413		Obtener_Todos_Los_Perros	1683748255849	1683748256140	OK	 
USER	Obtene todos los perros	413	END	1683748255848	1683748256140
USER	Obtene todos los perros	417	START	1683748256166	1683748256166
REQUEST	414		Obtener_Todos_Los_Perros	1683748255928	1683748256221	OK	 
USER	Obtene todos los perros	414	END	1683748255928	1683748256221
REQUEST	405		Obtener_Todos_Los_Perros	1683748255225	1683748256225	OK	 
USER	Obtene todos los perros	405	END	1683748255225	1683748256225
USER	Obtene todos los perros	418	START	1683748256255	1683748256255
REQUEST	415		Obtener_Todos_Los_Perros	1683748256005	1683748256296	OK	 
USER	Obtene todos los perros	415	END	1683748256005	1683748256297
USER	Obtene todos los perros	419	START	1683748256336	1683748256336
REQUEST	416		Obtener_Todos_Los_Perros	1683748256089	1683748256375	OK	 
USER	Obtene todos los perros	416	END	1683748256088	1683748256375
USER	Obtene todos los perros	420	START	1683748256417	1683748256417
USER	Obtene todos los perros	421	START	1683748256509	1683748256509
REQUEST	418		Obtener_Todos_Los_Perros	1683748256255	1683748256548	OK	 
USER	Obtene todos los perros	418	END	1683748256255	1683748256549
REQUEST	408		Obtener_Todos_Los_Perros	1683748255469	1683748256561	OK	 
USER	Obtene todos los perros	408	END	1683748255468	1683748256562
USER	Obtene todos los perros	422	START	1683748256589	1683748256589
REQUEST	419		Obtener_Todos_Los_Perros	1683748256336	1683748256627	OK	 
USER	Obtene todos los perros	419	END	1683748256336	1683748256628
USER	Obtene todos los perros	423	START	1683748256669	1683748256669
REQUEST	410		Obtener_Todos_Los_Perros	1683748255619	1683748256679	OK	 
USER	Obtene todos los perros	410	END	1683748255618	1683748256679
REQUEST	420		Obtener_Todos_Los_Perros	1683748256417	1683748256704	OK	 
USER	Obtene todos los perros	420	END	1683748256417	1683748256704
USER	Obtene todos los perros	424	START	1683748256759	1683748256759
REQUEST	421		Obtener_Todos_Los_Perros	1683748256509	1683748256798	OK	 
USER	Obtene todos los perros	421	END	1683748256509	1683748256799
USER	Obtene todos los perros	425	START	1683748256837	1683748256837
REQUEST	422		Obtener_Todos_Los_Perros	1683748256589	1683748256882	OK	 
USER	Obtene todos los perros	422	END	1683748256589	1683748256882
USER	Obtene todos los perros	426	START	1683748256917	1683748256917
