RUN	scala.simulations.GitHubSearch	githubsearch	1683839218047	 	3.3.1
REQUEST	700		PeticionZorros	1683839219599	1683839229780	OK	 
REQUEST	88		PeticionZorros	1683839219453	1683839229780	OK	 
REQUEST	856		PeticionZorros	1683839219637	1683839229781	OK	 
REQUEST	408		PeticionZorros	1683839219493	1683839229781	OK	 
REQUEST	624		PeticionZorros	1683839219585	1683839229781	OK	 
REQUEST	1007		PeticionZorros	1683839219656	1683839229781	OK	 
REQUEST	921		PeticionZorros	1683839219644	1683839229782	OK	 
REQUEST	572		PeticionZorros	1683839219705	1683839229782	OK	 
REQUEST	362		PeticionZorros	1683839219486	1683839229782	KO	j.n.s.SSLException: handshake timed out
REQUEST	552		PeticionZorros	1683839219533	1683839229785	OK	 
REQUEST	360		PeticionZorros	1683839219487	1683839229785	KO	j.n.s.SSLException: handshake timed out
REQUEST	365		PeticionZorros	1683839219487	1683839229787	KO	j.n.s.SSLException: handshake timed out
REQUEST	374		PeticionZorros	1683839219490	1683839229795	KO	j.n.s.SSLException: handshake timed out
REQUEST	367		PeticionZorros	1683839219487	1683839229795	KO	j.n.s.SSLException: handshake timed out
REQUEST	370		PeticionZorros	1683839219488	1683839229795	KO	j.n.s.SSLException: handshake timed out
REQUEST	368		PeticionZorros	1683839219487	1683839229795	KO	j.n.s.SSLException: handshake timed out
REQUEST	60		PeticionZorros	1683839219450	1683839229795	KO	j.n.s.SSLException: handshake timed out
REQUEST	382		PeticionZorros	1683839219489	1683839229795	KO	j.n.s.SSLException: handshake timed out
REQUEST	376		PeticionZorros	1683839219488	1683839229795	KO	j.n.s.SSLException: handshake timed out
REQUEST	386		PeticionZorros	1683839219490	1683839229795	KO	j.n.s.SSLException: handshake timed out
REQUEST	76		PeticionZorros	1683839219452	1683839229795	KO	j.n.s.SSLException: handshake timed out
REQUEST	337		PeticionZorros	1683839219488	1683839229795	KO	j.n.s.SSLException: handshake timed out
REQUEST	356		PeticionZorros	1683839219486	1683839229796	KO	j.n.s.SSLException: handshake timed out
REQUEST	359		PeticionZorros	1683839219486	1683839229796	KO	j.n.s.SSLException: handshake timed out
REQUEST	363		PeticionZorros	1683839219487	1683839229796	KO	j.n.s.SSLException: handshake timed out
REQUEST	369		PeticionZorros	1683839219489	1683839229796	KO	j.n.s.SSLException: handshake timed out
REQUEST	372		PeticionZorros	1683839219488	1683839229796	KO	j.n.s.SSLException: handshake timed out
REQUEST	379		PeticionZorros	1683839219489	1683839229796	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Avanzado	1039	END	1683839221263	1683839229796
REQUEST	387		PeticionZorros	1683839219490	1683839229811	KO	j.n.s.SSLException: handshake timed out
REQUEST	416		PeticionZorros	1683839219494	1683839229811	KO	j.n.s.SSLException: handshake timed out
REQUEST	92		PeticionZorros	1683839219453	1683839229811	KO	j.n.s.SSLException: handshake timed out
REQUEST	398		PeticionZorros	1683839219492	1683839229811	KO	j.n.s.SSLException: handshake timed out
REQUEST	393		PeticionZorros	1683839219491	1683839229811	KO	j.n.s.SSLException: handshake timed out
REQUEST	407		PeticionZorros	1683839219493	1683839229811	KO	j.n.s.SSLException: handshake timed out
REQUEST	424		PeticionZorros	1683839219495	1683839229811	KO	j.n.s.SSLException: handshake timed out
REQUEST	406		PeticionZorros	1683839219493	1683839229811	KO	j.n.s.SSLException: handshake timed out
REQUEST	364		PeticionZorros	1683839219488	1683839229811	KO	j.n.s.SSLException: handshake timed out
REQUEST	403		PeticionZorros	1683839219493	1683839229811	KO	j.n.s.SSLException: handshake timed out
REQUEST	348		PeticionZorros	1683839219489	1683839229811	KO	j.n.s.SSLException: handshake timed out
REQUEST	396		PeticionZorros	1683839219492	1683839229812	KO	j.n.s.SSLException: handshake timed out
REQUEST	395		PeticionZorros	1683839219491	1683839229811	KO	j.n.s.SSLException: handshake timed out
REQUEST	409		PeticionZorros	1683839219493	1683839229812	KO	j.n.s.SSLException: handshake timed out
REQUEST	397		PeticionZorros	1683839219492	1683839229812	KO	j.n.s.SSLException: handshake timed out
REQUEST	411		PeticionZorros	1683839219493	1683839229812	KO	j.n.s.SSLException: handshake timed out
REQUEST	410		PeticionZorros	1683839219493	1683839229812	KO	j.n.s.SSLException: handshake timed out
REQUEST	417		PeticionZorros	1683839219494	1683839229812	KO	j.n.s.SSLException: handshake timed out
REQUEST	420		PeticionZorros	1683839219495	1683839229826	KO	j.n.s.SSLException: handshake timed out
REQUEST	857		PeticionZorros	1683839219637	1683839229830	OK	 
REQUEST	236		PeticionZorros	1683839219470	1683839229831	OK	 
REQUEST	873		PeticionZorros	1683839219639	1683839229838	OK	 
REQUEST	419		PeticionZorros	1683839219495	1683839229842	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Estandar	286	END	1683839219477	1683839229842
USER	Usuario Avanzado	1038	END	1683839221205	1683839229845
USER	Usuario Avanzado	1106	END	1683839224618	1683839229857
REQUEST	431		PeticionZorros	1683839219497	1683839229873	KO	j.n.s.SSLException: handshake timed out
REQUEST	418		PeticionZorros	1683839219496	1683839229873	KO	j.n.s.SSLException: handshake timed out
REQUEST	425		PeticionZorros	1683839219496	1683839229873	KO	j.n.s.SSLException: handshake timed out
REQUEST	422		PeticionZorros	1683839219495	1683839229873	KO	j.n.s.SSLException: handshake timed out
REQUEST	421		PeticionZorros	1683839219495	1683839229873	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Avanzado	1037	END	1683839221156	1683839229875
REQUEST	445		PeticionZorros	1683839219499	1683839229888	KO	j.n.s.SSLException: handshake timed out
REQUEST	438		PeticionZorros	1683839219498	1683839229888	KO	j.n.s.SSLException: handshake timed out
REQUEST	434		PeticionZorros	1683839219497	1683839229888	KO	j.n.s.SSLException: handshake timed out
REQUEST	442		PeticionZorros	1683839219498	1683839229888	KO	j.n.s.SSLException: handshake timed out
REQUEST	430		PeticionZorros	1683839219496	1683839229888	KO	j.n.s.SSLException: handshake timed out
REQUEST	96		PeticionZorros	1683839219454	1683839229888	KO	j.n.s.SSLException: handshake timed out
REQUEST	97		PeticionZorros	1683839219454	1683839229888	KO	j.n.s.SSLException: handshake timed out
REQUEST	436		PeticionZorros	1683839219497	1683839229889	KO	j.n.s.SSLException: handshake timed out
REQUEST	435		PeticionZorros	1683839219497	1683839229889	KO	j.n.s.SSLException: handshake timed out
REQUEST	101		PeticionZorros	1683839219454	1683839229889	KO	j.n.s.SSLException: handshake timed out
REQUEST	439		PeticionZorros	1683839219498	1683839229889	KO	j.n.s.SSLException: handshake timed out
REQUEST	99		PeticionZorros	1683839219454	1683839229889	KO	j.n.s.SSLException: handshake timed out
REQUEST	427		PeticionZorros	1683839219497	1683839229889	KO	j.n.s.SSLException: handshake timed out
REQUEST	1120		PeticionZorros	1683839225326	1683839229897	OK	 
REQUEST	850		PeticionZorros	1683839219636	1683839229897	OK	 
REQUEST	1193		PeticionZorros	1683839228965	1683839229897	OK	 
REQUEST	109		PeticionZorros	1683839219455	1683839229919	KO	j.n.s.SSLException: handshake timed out
REQUEST	110		PeticionZorros	1683839219455	1683839229919	KO	j.n.s.SSLException: handshake timed out
REQUEST	113		PeticionZorros	1683839219456	1683839229919	KO	j.n.s.SSLException: handshake timed out
REQUEST	114		PeticionZorros	1683839219456	1683839229919	KO	j.n.s.SSLException: handshake timed out
REQUEST	117		PeticionZorros	1683839219457	1683839229919	KO	j.n.s.SSLException: handshake timed out
REQUEST	120		PeticionZorros	1683839219456	1683839229919	KO	j.n.s.SSLException: handshake timed out
REQUEST	78		PeticionZorros	1683839219457	1683839229919	KO	j.n.s.SSLException: handshake timed out
REQUEST	102		PeticionZorros	1683839219456	1683839229920	KO	j.n.s.SSLException: handshake timed out
REQUEST	111		PeticionZorros	1683839219455	1683839229920	KO	j.n.s.SSLException: handshake timed out
REQUEST	118		PeticionZorros	1683839219456	1683839229920	KO	j.n.s.SSLException: handshake timed out
REQUEST	129		PeticionZorros	1683839219458	1683839229920	KO	j.n.s.SSLException: handshake timed out
REQUEST	119		PeticionZorros	1683839219456	1683839229920	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Avanzado	1127	END	1683839225665	1683839229920
REQUEST	90		PeticionZorros	1683839219455	1683839229920	KO	j.n.s.SSLException: handshake timed out
REQUEST	116		PeticionZorros	1683839219456	1683839229920	KO	j.n.s.SSLException: handshake timed out
REQUEST	115		PeticionZorros	1683839219456	1683839229920	KO	j.n.s.SSLException: handshake timed out
REQUEST	106		PeticionZorros	1683839219455	1683839229920	KO	j.n.s.SSLException: handshake timed out
REQUEST	122		PeticionZorros	1683839219457	1683839229921	KO	j.n.s.SSLException: handshake timed out
REQUEST	1085		PeticionZorros	1683839223571	1683839229926	OK	 
REQUEST	1194		PeticionZorros	1683839229023	1683839229926	OK	 
REQUEST	141		PeticionZorros	1683839219459	1683839229926	KO	j.n.s.SSLException: handshake timed out
REQUEST	133		PeticionZorros	1683839219458	1683839229926	KO	j.n.s.SSLException: handshake timed out
REQUEST	952		PeticionZorros	1683839219647	1683839229926	OK	 
REQUEST	946		PeticionZorros	1683839219647	1683839229929	OK	 
REQUEST	130		PeticionZorros	1683839219458	1683839229929	KO	j.n.s.SSLException: handshake timed out
REQUEST	1195		PeticionZorros	1683839229070	1683839229931	OK	 
REQUEST	86		PeticionZorros	1683839219453	1683839229931	OK	 
REQUEST	123		PeticionZorros	1683839219457	1683839229931	KO	j.n.s.SSLException: handshake timed out
REQUEST	143		PeticionZorros	1683839219460	1683839229934	KO	j.n.s.SSLException: handshake timed out
REQUEST	140		PeticionZorros	1683839219459	1683839229934	KO	j.n.s.SSLException: handshake timed out
REQUEST	142		PeticionZorros	1683839219459	1683839229934	KO	j.n.s.SSLException: handshake timed out
REQUEST	128		PeticionZorros	1683839219458	1683839229934	KO	j.n.s.SSLException: handshake timed out
REQUEST	135		PeticionZorros	1683839219458	1683839229934	KO	j.n.s.SSLException: handshake timed out
REQUEST	137		PeticionZorros	1683839219459	1683839229934	KO	j.n.s.SSLException: handshake timed out
REQUEST	132		PeticionZorros	1683839219459	1683839229934	KO	j.n.s.SSLException: handshake timed out
REQUEST	131		PeticionZorros	1683839219459	1683839229935	KO	j.n.s.SSLException: handshake timed out
REQUEST	152		PeticionZorros	1683839219460	1683839229949	KO	j.n.s.SSLException: handshake timed out
REQUEST	156		PeticionZorros	1683839219461	1683839229949	KO	j.n.s.SSLException: handshake timed out
REQUEST	186		PeticionZorros	1683839219465	1683839229949	KO	j.n.s.SSLException: handshake timed out
REQUEST	160		PeticionZorros	1683839219461	1683839229949	KO	j.n.s.SSLException: handshake timed out
REQUEST	155		PeticionZorros	1683839219461	1683839229949	KO	j.n.s.SSLException: handshake timed out
REQUEST	134		PeticionZorros	1683839219462	1683839229949	KO	j.n.s.SSLException: handshake timed out
REQUEST	168		PeticionZorros	1683839219462	1683839229950	KO	j.n.s.SSLException: handshake timed out
REQUEST	176		PeticionZorros	1683839219463	1683839229950	KO	j.n.s.SSLException: handshake timed out
REQUEST	172		PeticionZorros	1683839219463	1683839229950	KO	j.n.s.SSLException: handshake timed out
REQUEST	167		PeticionZorros	1683839219463	1683839229950	KO	j.n.s.SSLException: handshake timed out
REQUEST	169		PeticionZorros	1683839219463	1683839229949	KO	j.n.s.SSLException: handshake timed out
REQUEST	162		PeticionZorros	1683839219462	1683839229950	KO	j.n.s.SSLException: handshake timed out
REQUEST	159		PeticionZorros	1683839219461	1683839229950	KO	j.n.s.SSLException: handshake timed out
REQUEST	149		PeticionZorros	1683839219460	1683839229950	KO	j.n.s.SSLException: handshake timed out
REQUEST	183		PeticionZorros	1683839219465	1683839229950	KO	j.n.s.SSLException: handshake timed out
REQUEST	191		PeticionZorros	1683839219465	1683839229950	KO	j.n.s.SSLException: handshake timed out
REQUEST	178		PeticionZorros	1683839219464	1683839229950	KO	j.n.s.SSLException: handshake timed out
REQUEST	173		PeticionZorros	1683839219463	1683839229950	KO	j.n.s.SSLException: handshake timed out
REQUEST	189		PeticionZorros	1683839219465	1683839229951	KO	j.n.s.SSLException: handshake timed out
REQUEST	188		PeticionZorros	1683839219465	1683839229950	KO	j.n.s.SSLException: handshake timed out
REQUEST	179		PeticionZorros	1683839219464	1683839229951	KO	j.n.s.SSLException: handshake timed out
REQUEST	161		PeticionZorros	1683839219462	1683839229951	KO	j.n.s.SSLException: handshake timed out
REQUEST	195		PeticionZorros	1683839219465	1683839229951	KO	j.n.s.SSLException: handshake timed out
REQUEST	148		PeticionZorros	1683839219460	1683839229951	KO	j.n.s.SSLException: handshake timed out
REQUEST	164		PeticionZorros	1683839219462	1683839229951	KO	j.n.s.SSLException: handshake timed out
REQUEST	196		PeticionZorros	1683839219465	1683839229951	KO	j.n.s.SSLException: handshake timed out
REQUEST	187		PeticionZorros	1683839219465	1683839229964	KO	j.n.s.SSLException: handshake timed out
REQUEST	175		PeticionZorros	1683839219466	1683839229964	KO	j.n.s.SSLException: handshake timed out
REQUEST	163		PeticionZorros	1683839219468	1683839229964	KO	j.n.s.SSLException: handshake timed out
REQUEST	192		PeticionZorros	1683839219465	1683839229964	KO	j.n.s.SSLException: handshake timed out
REQUEST	200		PeticionZorros	1683839219466	1683839229964	KO	j.n.s.SSLException: handshake timed out
REQUEST	212		PeticionZorros	1683839219468	1683839229964	KO	j.n.s.SSLException: handshake timed out
REQUEST	219		PeticionZorros	1683839219468	1683839229965	KO	j.n.s.SSLException: handshake timed out
REQUEST	216		PeticionZorros	1683839219468	1683839229965	KO	j.n.s.SSLException: handshake timed out
REQUEST	208		PeticionZorros	1683839219467	1683839229965	KO	j.n.s.SSLException: handshake timed out
REQUEST	199		PeticionZorros	1683839219466	1683839229965	KO	j.n.s.SSLException: handshake timed out
REQUEST	218		PeticionZorros	1683839219469	1683839229965	KO	j.n.s.SSLException: handshake timed out
REQUEST	193		PeticionZorros	1683839219466	1683839229965	KO	j.n.s.SSLException: handshake timed out
REQUEST	213		PeticionZorros	1683839219468	1683839229965	KO	j.n.s.SSLException: handshake timed out
REQUEST	198		PeticionZorros	1683839219466	1683839229965	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Avanzado	1134	END	1683839226016	1683839229966
REQUEST	214		PeticionZorros	1683839219468	1683839229966	KO	j.n.s.SSLException: handshake timed out
REQUEST	924		PeticionZorros	1683839219645	1683839229967	OK	 
REQUEST	462		PeticionZorros	1683839219512	1683839229985	OK	 
REQUEST	800		PeticionZorros	1683839219627	1683839229988	OK	 
REQUEST	1196		PeticionZorros	1683839229116	1683839229988	OK	 
REQUEST	1140		PeticionZorros	1683839226325	1683839229988	OK	 
USER	Usuario Estandar	190	END	1683839219465	1683839229995
USER	Usuario Estandar	681	END	1683839219596	1683839229995
USER	Usuario Estandar	648	END	1683839219589	1683839229995
USER	Usuario Estandar	94	END	1683839219453	1683839229995
USER	Usuario Estandar	712	END	1683839219601	1683839229995
USER	Usuario Avanzado	1126	END	1683839225617	1683839229995
USER	Usuario Estandar	601	END	1683839219577	1683839229995
USER	Usuario Estandar	665	END	1683839219593	1683839229995
USER	Usuario Avanzado	1155	END	1683839227069	1683839230015
USER	Usuario Estandar	353	END	1683839219485	1683839230015
USER	Usuario Avanzado	1092	END	1683839223915	1683839230026
REQUEST	1041		PeticionZorros	1683839221356	1683839230044	OK	 
USER	Usuario Estandar	649	END	1683839219590	1683839230045
USER	Usuario Avanzado	1135	END	1683839226065	1683839230045
USER	Usuario Estandar	627	END	1683839219585	1683839230045
REQUEST	413		PeticionZorros	1683839219494	1683839230047	OK	 
USER	Usuario Estandar	722	END	1683839219603	1683839230057
USER	Usuario Avanzado	1154	END	1683839227022	1683839230057
USER	Usuario Avanzado	1156	END	1683839227115	1683839230075
USER	Usuario Avanzado	1153	END	1683839226965	1683839230075
USER	Usuario Avanzado	1158	END	1683839227222	1683839230088
USER	Usuario Avanzado	1137	END	1683839226171	1683839230088
REQUEST	223		PeticionZorros	1683839219469	1683839230103	KO	j.n.s.SSLException: handshake timed out
REQUEST	224		PeticionZorros	1683839219469	1683839230103	KO	j.n.s.SSLException: handshake timed out
REQUEST	222		PeticionZorros	1683839219470	1683839230116	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Avanzado	1116	END	1683839225115	1683839230118
REQUEST	227		PeticionZorros	1683839219469	1683839230118	KO	j.n.s.SSLException: handshake timed out
REQUEST	1197		PeticionZorros	1683839229165	1683839230122	OK	 
REQUEST	717		PeticionZorros	1683839219603	1683839230144	OK	 
REQUEST	941		PeticionZorros	1683839219646	1683839230147	OK	 
REQUEST	702		PeticionZorros	1683839219600	1683839230147	OK	 
USER	Usuario Avanzado	1087	END	1683839223665	1683839230148
REQUEST	233		PeticionZorros	1683839219470	1683839230179	KO	j.n.s.SSLException: handshake timed out
REQUEST	243		PeticionZorros	1683839219471	1683839230179	KO	j.n.s.SSLException: handshake timed out
REQUEST	240		PeticionZorros	1683839219471	1683839230179	KO	j.n.s.SSLException: handshake timed out
REQUEST	252		PeticionZorros	1683839219473	1683839230179	KO	j.n.s.SSLException: handshake timed out
REQUEST	239		PeticionZorros	1683839219471	1683839230179	KO	j.n.s.SSLException: handshake timed out
REQUEST	232		PeticionZorros	1683839219470	1683839230179	KO	j.n.s.SSLException: handshake timed out
REQUEST	226		PeticionZorros	1683839219469	1683839230179	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Avanzado	1112	END	1683839224915	1683839230179
REQUEST	210		PeticionZorros	1683839219470	1683839230179	KO	j.n.s.SSLException: handshake timed out
REQUEST	248		PeticionZorros	1683839219472	1683839230179	KO	j.n.s.SSLException: handshake timed out
REQUEST	231		PeticionZorros	1683839219471	1683839230180	KO	j.n.s.SSLException: handshake timed out
REQUEST	886		PeticionZorros	1683839219640	1683839230185	OK	 
REQUEST	249		PeticionZorros	1683839219472	1683839230194	KO	j.n.s.SSLException: handshake timed out
REQUEST	262		PeticionZorros	1683839219474	1683839230194	KO	j.n.s.SSLException: handshake timed out
REQUEST	264		PeticionZorros	1683839219474	1683839230194	KO	j.n.s.SSLException: handshake timed out
REQUEST	254		PeticionZorros	1683839219473	1683839230194	KO	j.n.s.SSLException: handshake timed out
REQUEST	278		PeticionZorros	1683839219476	1683839230194	KO	j.n.s.SSLException: handshake timed out
REQUEST	265		PeticionZorros	1683839219475	1683839230194	KO	j.n.s.SSLException: handshake timed out
REQUEST	258		PeticionZorros	1683839219473	1683839230194	KO	j.n.s.SSLException: handshake timed out
REQUEST	245		PeticionZorros	1683839219472	1683839230194	KO	j.n.s.SSLException: handshake timed out
REQUEST	274		PeticionZorros	1683839219475	1683839230195	KO	j.n.s.SSLException: handshake timed out
REQUEST	261		PeticionZorros	1683839219474	1683839230195	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Avanzado	1118	END	1683839225217	1683839230195
REQUEST	956		PeticionZorros	1683839219648	1683839230197	OK	 
REQUEST	253		PeticionZorros	1683839219473	1683839230199	KO	j.n.s.SSLException: handshake timed out
REQUEST	269		PeticionZorros	1683839219475	1683839230200	KO	j.n.s.SSLException: handshake timed out
REQUEST	1198		PeticionZorros	1683839229224	1683839230203	OK	 
REQUEST	270		PeticionZorros	1683839219476	1683839230209	KO	j.n.s.SSLException: handshake timed out
REQUEST	281		PeticionZorros	1683839219477	1683839230209	KO	j.n.s.SSLException: handshake timed out
REQUEST	257		PeticionZorros	1683839219473	1683839230209	KO	j.n.s.SSLException: handshake timed out
REQUEST	268		PeticionZorros	1683839219475	1683839230209	KO	j.n.s.SSLException: handshake timed out
REQUEST	280		PeticionZorros	1683839219476	1683839230209	KO	j.n.s.SSLException: handshake timed out
REQUEST	266		PeticionZorros	1683839219474	1683839230209	KO	j.n.s.SSLException: handshake timed out
REQUEST	296		PeticionZorros	1683839219478	1683839230210	KO	j.n.s.SSLException: handshake timed out
REQUEST	273		PeticionZorros	1683839219475	1683839230209	KO	j.n.s.SSLException: handshake timed out
REQUEST	295		PeticionZorros	1683839219478	1683839230210	KO	j.n.s.SSLException: handshake timed out
REQUEST	290		PeticionZorros	1683839219477	1683839230210	KO	j.n.s.SSLException: handshake timed out
REQUEST	260		PeticionZorros	1683839219474	1683839230210	KO	j.n.s.SSLException: handshake timed out
REQUEST	241		PeticionZorros	1683839219472	1683839230210	KO	j.n.s.SSLException: handshake timed out
REQUEST	276		PeticionZorros	1683839219476	1683839230210	KO	j.n.s.SSLException: handshake timed out
REQUEST	259		PeticionZorros	1683839219473	1683839230210	KO	j.n.s.SSLException: handshake timed out
REQUEST	256		PeticionZorros	1683839219473	1683839230210	KO	j.n.s.SSLException: handshake timed out
REQUEST	271		PeticionZorros	1683839219475	1683839230210	KO	j.n.s.SSLException: handshake timed out
REQUEST	275		PeticionZorros	1683839219477	1683839230210	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Avanzado	1166	END	1683839227595	1683839230210
REQUEST	288		PeticionZorros	1683839219477	1683839230210	KO	j.n.s.SSLException: handshake timed out
REQUEST	291		PeticionZorros	1683839219478	1683839230210	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Avanzado	1165	END	1683839227545	1683839230225
REQUEST	1179		PeticionZorros	1683839228252	1683839230230	OK	 
USER	Usuario Estandar	138	END	1683839219459	1683839230241
USER	Usuario Estandar	443	END	1683839219498	1683839230241
REQUEST	292		PeticionZorros	1683839219478	1683839230256	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Avanzado	1099	END	1683839224265	1683839230257
REQUEST	972		PeticionZorros	1683839219650	1683839230262	OK	 
REQUEST	1177		PeticionZorros	1683839228145	1683839230267	OK	 
REQUEST	302		PeticionZorros	1683839219479	1683839230272	KO	j.n.s.SSLException: handshake timed out
REQUEST	294		PeticionZorros	1683839219478	1683839230272	KO	j.n.s.SSLException: handshake timed out
REQUEST	300		PeticionZorros	1683839219479	1683839230273	KO	j.n.s.SSLException: handshake timed out
REQUEST	304		PeticionZorros	1683839219479	1683839230273	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Estandar	217	END	1683839219468	1683839230273
USER	Usuario Estandar	220	END	1683839219468	1683839230273
USER	Usuario Estandar	221	END	1683839219468	1683839230273
REQUEST	1146		PeticionZorros	1683839226617	1683839230284	OK	 
REQUEST	930		PeticionZorros	1683839219645	1683839230284	OK	 
REQUEST	282		PeticionZorros	1683839219479	1683839230284	KO	j.n.s.SSLException: handshake timed out
REQUEST	306		PeticionZorros	1683839219479	1683839230284	KO	j.n.s.SSLException: handshake timed out
REQUEST	322		PeticionZorros	1683839219481	1683839230285	KO	j.n.s.SSLException: handshake timed out
REQUEST	685		PeticionZorros	1683839219597	1683839230287	OK	 
REQUEST	317		PeticionZorros	1683839219481	1683839230287	KO	j.n.s.SSLException: handshake timed out
REQUEST	310		PeticionZorros	1683839219480	1683839230288	KO	j.n.s.SSLException: handshake timed out
REQUEST	329		PeticionZorros	1683839219482	1683839230288	KO	j.n.s.SSLException: handshake timed out
REQUEST	307		PeticionZorros	1683839219480	1683839230288	KO	j.n.s.SSLException: handshake timed out
REQUEST	316		PeticionZorros	1683839219480	1683839230288	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Estandar	197	END	1683839219466	1683839230288
REQUEST	320		PeticionZorros	1683839219481	1683839230288	KO	j.n.s.SSLException: handshake timed out
REQUEST	305		PeticionZorros	1683839219479	1683839230288	KO	j.n.s.SSLException: handshake timed out
REQUEST	308		PeticionZorros	1683839219481	1683839230288	KO	j.n.s.SSLException: handshake timed out
REQUEST	303		PeticionZorros	1683839219479	1683839230288	KO	j.n.s.SSLException: handshake timed out
REQUEST	321		PeticionZorros	1683839219481	1683839230288	KO	j.n.s.SSLException: handshake timed out
REQUEST	324		PeticionZorros	1683839219482	1683839230288	KO	j.n.s.SSLException: handshake timed out
REQUEST	309		PeticionZorros	1683839219480	1683839230289	KO	j.n.s.SSLException: handshake timed out
REQUEST	325		PeticionZorros	1683839219482	1683839230289	KO	j.n.s.SSLException: handshake timed out
REQUEST	319		PeticionZorros	1683839219481	1683839230289	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Estandar	100	END	1683839219454	1683839230304
REQUEST	934		PeticionZorros	1683839219646	1683839230316	OK	 
USER	Usuario Avanzado	1119	END	1683839225265	1683839230319
REQUEST	1021		PeticionZorros	1683839220356	1683839230333	OK	 
REQUEST	1001		PeticionZorros	1683839219653	1683839230338	OK	 
USER	Usuario Estandar	70	END	1683839219450	1683839230351
USER	Usuario Estandar	54	END	1683839219448	1683839230351
REQUEST	335		PeticionZorros	1683839219483	1683839230366	KO	j.n.s.SSLException: handshake timed out
REQUEST	338		PeticionZorros	1683839219484	1683839230366	KO	j.n.s.SSLException: handshake timed out
REQUEST	345		PeticionZorros	1683839219484	1683839230366	KO	j.n.s.SSLException: handshake timed out
REQUEST	342		PeticionZorros	1683839219484	1683839230366	KO	j.n.s.SSLException: handshake timed out
REQUEST	330		PeticionZorros	1683839219483	1683839230366	KO	j.n.s.SSLException: handshake timed out
REQUEST	333		PeticionZorros	1683839219483	1683839230366	KO	j.n.s.SSLException: handshake timed out
REQUEST	339		PeticionZorros	1683839219484	1683839230366	KO	j.n.s.SSLException: handshake timed out
REQUEST	349		PeticionZorros	1683839219485	1683839230366	KO	j.n.s.SSLException: handshake timed out
REQUEST	351		PeticionZorros	1683839219485	1683839230367	KO	j.n.s.SSLException: handshake timed out
REQUEST	341		PeticionZorros	1683839219484	1683839230366	KO	j.n.s.SSLException: handshake timed out
REQUEST	346		PeticionZorros	1683839219485	1683839230367	KO	j.n.s.SSLException: handshake timed out
REQUEST	354		PeticionZorros	1683839219485	1683839230367	KO	j.n.s.SSLException: handshake timed out
REQUEST	328		PeticionZorros	1683839219482	1683839230367	KO	j.n.s.SSLException: handshake timed out
REQUEST	453		PeticionZorros	1683839219510	1683839230367	KO	j.n.s.SSLException: handshake timed out
REQUEST	344		PeticionZorros	1683839219484	1683839230367	KO	j.n.s.SSLException: handshake timed out
REQUEST	437		PeticionZorros	1683839219511	1683839230367	KO	j.n.s.SSLException: handshake timed out
REQUEST	1010		PeticionZorros	1683839219808	1683839230376	OK	 
REQUEST	1069		PeticionZorros	1683839222775	1683839230379	OK	 
REQUEST	352		PeticionZorros	1683839219485	1683839230382	KO	j.n.s.SSLException: handshake timed out
REQUEST	331		PeticionZorros	1683839219485	1683839230382	KO	j.n.s.SSLException: handshake timed out
REQUEST	446		PeticionZorros	1683839219499	1683839230382	KO	j.n.s.SSLException: handshake timed out
REQUEST	455		PeticionZorros	1683839219511	1683839230382	KO	j.n.s.SSLException: handshake timed out
REQUEST	347		PeticionZorros	1683839219485	1683839230382	KO	j.n.s.SSLException: handshake timed out
REQUEST	350		PeticionZorros	1683839219486	1683839230382	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Estandar	776	END	1683839219615	1683839230397
USER	Usuario Estandar	760	END	1683839219612	1683839230397
REQUEST	466		PeticionZorros	1683839219513	1683839230412	KO	j.n.s.SSLException: handshake timed out
REQUEST	461		PeticionZorros	1683839219513	1683839230412	KO	j.n.s.SSLException: handshake timed out
REQUEST	474		PeticionZorros	1683839219518	1683839230412	KO	j.n.s.SSLException: handshake timed out
REQUEST	510		PeticionZorros	1683839219523	1683839230412	KO	j.n.s.SSLException: handshake timed out
REQUEST	1199		PeticionZorros	1683839229270	1683839230412	OK	 
REQUEST	514		PeticionZorros	1683839219524	1683839230412	KO	j.n.s.SSLException: handshake timed out
USER	Usuario Estandar	904	END	1683839219642	1683839230412
REQUEST	464		PeticionZorros	1683839219513	1683839230413	KO	j.n.s.SSLException: handshake timed out
REQUEST	490		PeticionZorros	1683839219520	1683839230413	KO	j.n.s.SSLException: handshake timed out
REQUEST	494		PeticionZorros	1683839219521	1683839230413	KO	j.n.s.SSLException: handshake timed out
REQUEST	506		PeticionZorros	1683839219523	1683839230413	KO	j.n.s.SSLException: handshake timed out
